id,name,account,num_nodes,run_time,submit_time,start_time,end_time,state,avg_node_power,max_node_power,energy
jid_904136,92940.0,168.0,1,124,21661,21661,21786,JobState.COMPLETED,176.5306122448979,176.53061224489795,21889.795918367337
jid_904137,92940.0,168.0,1,144,21648,21648,21793,JobState.COMPLETED,176.5306122448979,176.53061224489795,25420.408163265296
jid_904138,92940.0,168.0,1,89,21708,21708,21798,JobState.COMPLETED,176.53061224489795,176.53061224489795,15711.224489795917
jid_904139,92940.0,168.0,1,17,21780,21780,21798,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
jid_904142,14997.0,393.0,102,375,21423,21423,21799,JobState.COMPLETED,146.731533611955,146.73153361195497,5612481.160657279
jid_904140,92940.0,168.0,1,16,21790,21790,21807,JobState.COMPLETED,176.53061224489795,176.53061224489795,2824.4897959183672
jid_904141,92940.0,168.0,1,19,21788,21788,21808,JobState.COMPLETED,176.53061224489795,176.53061224489795,3354.081632653061
jid_904144,92940.0,168.0,1,34,21784,21784,21819,JobState.COMPLETED,176.53061224489795,176.53061224489795,6002.04081632653
jid_904145,92940.0,168.0,1,18,21803,21803,21822,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904146,92940.0,168.0,1,33,21803,21803,21837,JobState.COMPLETED,176.53061224489795,176.53061224489795,5825.510204081633
jid_904147,92940.0,168.0,1,16,21823,21823,21840,JobState.COMPLETED,176.53061224489795,176.53061224489795,2824.4897959183672
jid_904149,92940.0,168.0,1,18,21824,21824,21843,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904148,92940.0,168.0,1,17,21827,21827,21845,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
jid_904150,92940.0,168.0,1,18,21831,21831,21850,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904151,92940.0,168.0,1,18,21847,21847,21866,JobState.COMPLETED,176.53061224489795,176.53061224489795,3177.551020408163
jid_904163,92940.0,168.0,1,17,21860,21860,21878,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
jid_904152,92940.0,168.0,1,17,21866,21866,21884,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
jid_904153,92940.0,168.0,1,20,21865,21865,21886,JobState.COMPLETED,176.53061224489795,176.53061224489795,3530.612244897959
jid_904169,92940.0,168.0,1,1187,20699,20699,21887,JobState.COMPLETED,176.53061224489778,176.53061224489795,209541.83673469367
jid_904154,92940.0,168.0,1,17,21872,21872,21890,JobState.COMPLETED,176.53061224489795,176.53061224489795,3001.020408163265
jid_904157,92940.0,168.0,1,146,21746,21746,21893,JobState.COMPLETED,176.5306122448979,176.53061224489795,25773.469387755093
jid_904165,92940.0,168.0,1,848,21045,21045,21894,JobState.COMPLETED,176.53061224489815,176.53061224489795,149697.95918367364
jid_904155,15160.0,393.0,50,51,21842,21842,21894,JobState.COMPLETED,120.01776725842241,120.01776725842241,306045.30650897714
jid_904156,92940.0,168.0,1,34,21859,21859,21894,JobState.COMPLETED,176.53061224489795,176.53061224489795,6002.04081632653
jid_904155,15160.0,393.0,50,53,21842,21842,21896,JobState.COMPLETED,120.0302702605507,120.0302702605507,318080.2161904593
jid_904155,15160.0,393.0,50,53,21842,21842,21896,JobState.COMPLETED,120.08763107938036,120.08763107938033,318232.22236035793
jid_904155,15160.0,393.0,50,53,21842,21842,21896,JobState.COMPLETED,120.13789321513067,120.13789321513067,318365.41702009627
jid_904155,15160.0,393.0,50,56,21842,21842,21899,JobState.COMPLETED,120.08237224326992,120.08237224326992,336230.64228115574
jid_904155,15160.0,393.0,50,56,21842,21842,21899,JobState.COMPLETED,120.18730338866482,120.18730338866482,336524.4494882615
jid_904155,15160.0,393.0,50,56,21842,21842,21899,JobState.COMPLETED,120.13604399050114,120.13604399050114,336380.9231734032
jid_904155,15160.0,393.0,50,56,21842,21842,21899,JobState.COMPLETED,120.06626075862533,120.06626075862533,336185.530124151
jid_904155,15160.0,393.0,50,56,21842,21842,21899,JobState.COMPLETED,120.09591886909254,120.09591886909254,336268.5728334591
jid_904155,15160.0,393.0,50,56,21842,21842,21899,JobState.COMPLETED,120.0002346686396,120.0002346686396,336000.6570721909
jid_904155,15160.0,393.0,50,57,21842,21842,21900,JobState.COMPLETED,120.13506560697368,120.13506560697368,342384.936979875
jid_904155,15160.0,393.0,50,57,21842,21842,21900,JobState.COMPLETED,120.05682483909148,120.05682483909148,342161.9507914107
jid_904155,15160.0,393.0,50,57,21842,21842,21900,JobState.COMPLETED,120.1242144366904,120.1242144366904,342354.01114456763
jid_904155,15160.0,393.0,50,57,21842,21842,21900,JobState.COMPLETED,120.16297459551353,120.16297459551353,342464.4775972135
jid_904155,15160.0,393.0,50,57,21842,21842,21900,JobState.COMPLETED,120.03198044965028,120.03198044965025,342091.1442815033
jid_904155,15160.0,393.0,50,57,21842,21842,21900,JobState.COMPLETED,120.05409926286765,120.05409926286764,342154.18289917277
jid_904155,15160.0,393.0,50,57,21842,21842,21900,JobState.COMPLETED,120.10402953715149,120.10402953715148,342296.4841808817
jid_904155,15160.0,393.0,50,57,21842,21842,21900,JobState.COMPLETED,120.14166222785228,120.14166222785228,342403.737349379
jid_904155,15160.0,393.0,50,58,21842,21842,21901,JobState.COMPLETED,119.9890191709986,119.9890191709986,347968.15559589595
jid_904155,15160.0,393.0,50,58,21842,21842,21901,JobState.COMPLETED,120.02944409559653,120.02944409559653,348085.38787722995
jid_904155,15160.0,393.0,50,59,21842,21842,21902,JobState.COMPLETED,120.0266770841331,120.02667708413308,354078.6973981926
jid_904155,15160.0,393.0,50,61,21842,21842,21904,JobState.COMPLETED,120.03109922994585,120.03109922994587,366094.85265133483
jid_904155,15160.0,393.0,50,63,21842,21842,21906,JobState.COMPLETED,120.0895186000806,120.08951860008057,378281.98359025386
jid_904155,15160.0,393.0,50,64,21842,21842,21907,JobState.COMPLETED,120.05612434536917,120.05612434536917,384179.59790518135
jid_904155,15160.0,393.0,50,64,21842,21842,21907,JobState.COMPLETED,119.92914561638801,119.92914561638803,383773.26597244164
jid_904155,15160.0,393.0,50,64,21842,21842,21907,JobState.COMPLETED,119.93766834749738,119.93766834749738,383800.5387119916
jid_904155,15160.0,393.0,50,65,21842,21842,21908,JobState.COMPLETED,119.884390794113,119.884390794113,389624.2700808672
jid_904155,15160.0,393.0,50,65,21842,21842,21908,JobState.COMPLETED,119.9362109666396,119.9362109666396,389792.68564157875
jid_904155,15160.0,393.0,50,65,21842,21842,21908,JobState.COMPLETED,119.94693998197367,119.94693998197364,389827.55494141445
jid_904155,15160.0,393.0,50,65,21842,21842,21908,JobState.COMPLETED,119.87310908729413,119.87310908729411,389587.6045337059
jid_904155,15160.0,393.0,50,65,21842,21842,21908,JobState.COMPLETED,119.84525639527934,119.84525639527936,389497.08328465786
jid_904155,15160.0,393.0,50,65,21842,21842,21908,JobState.COMPLETED,119.9569435228739,119.9569435228739,389860.0664493402
jid_904155,15160.0,393.0,50,65,21842,21842,21908,JobState.COMPLETED,119.87562156389603,119.87562156389606,389595.7700826621
